"No.","Time","Source","Destination","Protocol","Length","Info"
"255","13.251341","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"256","13.251378","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"257","13.251382","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"258","13.251384","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"259","13.251386","10.2.13.112","104.18.37.228","QUIC","955","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"260","13.257877","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"261","13.257878","104.18.37.228","10.2.13.112","QUIC","67","Protected Payload (KP0)"
"262","13.381312","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"263","13.381314","104.18.37.228","10.2.13.112","QUIC","1120","Protected Payload (KP0)"
"264","13.384143","10.2.13.112","104.18.37.228","QUIC","87","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"265","15.342971","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"266","15.343007","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"267","15.343010","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"268","15.343048","10.2.13.112","104.18.37.228","QUIC","1085","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"269","15.343131","10.2.13.112","104.18.37.228","QUIC","1286","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"270","15.343149","10.2.13.112","104.18.37.228","QUIC","179","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"271","15.349041","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"272","15.349042","104.18.37.228","10.2.13.112","QUIC","66","Protected Payload (KP0)"
"273","15.418746","104.18.37.228","10.2.13.112","QUIC","1242","Protected Payload (KP0)"
"274","15.418748","104.18.37.228","10.2.13.112","QUIC","1124","Protected Payload (KP0)"
"275","15.421742","10.2.13.112","104.18.37.228","QUIC","87","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"276","15.428388","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"277","15.428391","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"278","15.428429","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"279","15.428431","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"280","15.428433","10.2.13.112","104.18.37.228","QUIC","915","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"281","15.433751","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"282","15.433799","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"283","15.433802","10.2.13.112","104.18.37.228","QUIC","1292","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"284","15.433804","10.2.13.112","104.18.37.228","QUIC","1085","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
"285","15.433806","10.2.13.112","104.18.37.228","QUIC","1286","Protected Payload (KP0), DCID=01ff458632a209cee6ffe68627a20883191dd8c6"
