"No.","Time","Source","Destination","Protocol","Length","Info"
"1133","32.941608","172.64.150.28","100.81.191.105","QUIC","740","Protected Payload (KP0)"
"1134","32.941792","100.81.191.105","172.64.150.28","QUIC","88","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1135","32.955599","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"1136","32.955601","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"1137","32.955602","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"1138","32.955603","172.64.150.28","100.81.191.105","QUIC","754","Protected Payload (KP0)"
"1139","32.955846","100.81.191.105","172.64.150.28","QUIC","88","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1140","32.960353","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"1141","32.960355","172.64.150.28","100.81.191.105","QUIC","464","Protected Payload (KP0)"
"1142","32.960580","100.81.191.105","172.64.150.28","QUIC","88","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1143","32.966112","100.81.191.105","172.64.150.28","QUIC","89","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1144","32.974470","172.64.150.28","100.81.191.105","QUIC","242","Protected Payload (KP0)"
"1145","32.979159","172.64.150.28","100.81.191.105","QUIC","912","Protected Payload (KP0)"
"1146","32.979380","100.81.191.105","172.64.150.28","QUIC","88","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1147","32.991786","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"1148","32.991790","172.64.150.28","100.81.191.105","QUIC","600","Protected Payload (KP0)"
"1149","32.997415","100.81.191.105","172.64.150.28","QUIC","89","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1150","33.005078","172.64.150.28","100.81.191.105","QUIC","944","Protected Payload (KP0)"
"1151","33.010723","100.81.191.105","172.64.150.28","QUIC","89","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1152","33.022208","100.81.191.105","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1153","33.031317","172.64.150.28","100.81.191.105","QUIC","944","Protected Payload (KP0)"
"1154","33.036966","100.81.191.105","172.64.150.28","QUIC","89","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1155","33.037488","172.64.150.28","100.81.191.105","QUIC","944","Protected Payload (KP0)"
"1156","33.040037","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"1157","33.042020","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1158","33.052303","172.64.150.28","100.81.191.105","QUIC","1015","Protected Payload (KP0)"
"1159","33.055385","172.64.150.28","100.81.191.105","QUIC","1242","Protected Payload (KP0)"
"1160","33.055387","172.64.150.28","100.81.191.105","QUIC","827","Protected Payload (KP0)"
"1161","33.057879","100.81.191.105","172.64.150.28","QUIC","87","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1162","33.242695","100.81.191.105","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1163","33.261115","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"1164","33.465133","100.81.191.105","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1165","33.483829","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"1166","33.689100","100.81.191.105","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
"1167","33.707637","172.64.150.28","100.81.191.105","QUIC","67","Protected Payload (KP0)"
"1168","33.912983","100.81.191.105","172.64.150.28","QUIC","83","Protected Payload (KP0), DCID=01d117623d73ec3a2fd39d62da73e7cc7e63ff11"
