"No.","Time","Source","Destination","Protocol","Length","Info"
"4465","120.543132","54.159.176.36","10.2.13.112","TCP","1514","443  >  56342 [ACK] Seq=113675 Ack=318918 Win=314112 Len=1448 TSval=3156989081 TSecr=1108495343 [TCP segment of a reassembled PDU]"
"4466","120.543133","54.159.176.36","10.2.13.112","TLSv1.2","184","Application Data"
"4467","120.543177","10.2.13.112","54.159.176.36","TCP","66","56342  >  443 [ACK] Seq=318918 Ack=115241 Win=129472 Len=0 TSval=1108495378 TSecr=3156989081"
"4468","120.543874","10.2.13.112","54.159.176.36","TCP","1514","56342  >  443 [ACK] Seq=318918 Ack=115241 Win=131072 Len=1448 TSval=1108495378 TSecr=3156989081 [TCP segment of a reassembled PDU]"
"4469","120.543875","10.2.13.112","54.159.176.36","TCP","1514","56342  >  443 [ACK] Seq=320366 Ack=115241 Win=131072 Len=1448 TSval=1108495378 TSecr=3156989081 [TCP segment of a reassembled PDU]"
"4470","120.543876","10.2.13.112","54.159.176.36","TCP","1514","56342  >  443 [ACK] Seq=321814 Ack=115241 Win=131072 Len=1448 TSval=1108495378 TSecr=3156989081 [TCP segment of a reassembled PDU]"
"4471","120.543894","10.2.13.112","54.159.176.36","TLSv1.2","357","Application Data"
"4472","120.544595","54.159.176.36","10.2.13.112","TCP","66","443  >  56338 [ACK] Seq=165102 Ack=262370 Win=457472 Len=0 TSval=3156989083 TSecr=3494448333"
"4473","120.553607","54.159.176.36","10.2.13.112","TCP","1514","443  >  56344 [ACK] Seq=310057 Ack=348947 Win=449024 Len=1448 TSval=3156989092 TSecr=2807008983 [TCP segment of a reassembled PDU]"
"4474","120.553608","54.159.176.36","10.2.13.112","TLSv1.2","185","Application Data"
"4475","120.553714","10.2.13.112","54.159.176.36","TCP","66","56344  >  443 [ACK] Seq=348947 Ack=311624 Win=161344 Len=0 TSval=2807009015 TSecr=3156989092"
"4476","120.554439","10.2.13.112","54.159.176.36","TCP","1514","56344  >  443 [ACK] Seq=348947 Ack=311624 Win=162880 Len=1448 TSval=2807009015 TSecr=3156989092 [TCP segment of a reassembled PDU]"
"4477","120.554440","10.2.13.112","54.159.176.36","TCP","1514","56344  >  443 [ACK] Seq=350395 Ack=311624 Win=162880 Len=1448 TSval=2807009015 TSecr=3156989092 [TCP segment of a reassembled PDU]"
"4478","120.554442","10.2.13.112","54.159.176.36","TCP","1514","56344  >  443 [ACK] Seq=351843 Ack=311624 Win=162880 Len=1448 TSval=2807009015 TSecr=3156989092 [TCP segment of a reassembled PDU]"
"4479","120.554457","10.2.13.112","54.159.176.36","TLSv1.2","357","Application Data"
"4480","120.555775","54.159.176.36","10.2.13.112","TCP","1514","443  >  56311 [ACK] Seq=146338 Ack=239861 Win=502272 Len=1448 TSval=3156989093 TSecr=2606320197 [TCP segment of a reassembled PDU]"
"4481","120.555776","54.159.176.36","10.2.13.112","TCP","1514","443  >  56312 [ACK] Seq=348656 Ack=363170 Win=314112 Len=1448 TSval=3156989092 TSecr=3554012971 [TCP segment of a reassembled PDU]"
"4482","120.555778","54.159.176.36","10.2.13.112","TLSv1.2","177","Application Data"
"4483","120.555778","54.159.176.36","10.2.13.112","TLSv1.2","188","Application Data"
"4484","120.555779","54.159.176.36","10.2.13.112","TCP","1514","443  >  56343 [ACK] Seq=651025 Ack=264909 Win=502272 Len=1448 TSval=3156989093 TSecr=3974309575 [TCP segment of a reassembled PDU]"
"4485","120.555780","54.159.176.36","10.2.13.112","TLSv1.2","173","Application Data"
"4486","120.555781","54.159.176.36","10.2.13.112","TCP","66","443  >  56342 [ACK] Seq=115241 Ack=323262 Win=314112 Len=0 TSval=3156989094 TSecr=1108495378"
"4487","120.555842","10.2.13.112","54.159.176.36","TCP","66","56311  >  443 [ACK] Seq=239861 Ack=147897 Win=129472 Len=0 TSval=2606320231 TSecr=3156989093"
"4488","120.555889","10.2.13.112","54.159.176.36","TCP","66","56312  >  443 [ACK] Seq=363170 Ack=350226 Win=129472 Len=0 TSval=3554013005 TSecr=3156989092"
"4489","120.556049","10.2.13.112","54.159.176.36","TCP","66","56343  >  443 [ACK] Seq=264909 Ack=652580 Win=729088 Len=0 TSval=3974309606 TSecr=3156989093"
"4490","120.557123","10.2.13.112","54.159.176.36","TCP","1514","56311  >  443 [ACK] Seq=239861 Ack=147897 Win=131072 Len=1448 TSval=2606320233 TSecr=3156989093 [TCP segment of a reassembled PDU]"
"4491","120.557124","10.2.13.112","54.159.176.36","TCP","1514","56311  >  443 [ACK] Seq=241309 Ack=147897 Win=131072 Len=1448 TSval=2606320233 TSecr=3156989093 [TCP segment of a reassembled PDU]"
"4492","120.557125","10.2.13.112","54.159.176.36","TCP","1514","56311  >  443 [ACK] Seq=242757 Ack=147897 Win=131072 Len=1448 TSval=2606320233 TSecr=3156989093 [TCP segment of a reassembled PDU]"
"4493","120.557138","10.2.13.112","54.159.176.36","TLSv1.2","357","Application Data"
"4494","120.557201","10.2.13.112","54.159.176.36","TCP","1514","56312  >  443 [ACK] Seq=363170 Ack=350226 Win=131072 Len=1448 TSval=3554013007 TSecr=3156989092 [TCP segment of a reassembled PDU]"
"4495","120.557202","10.2.13.112","54.159.176.36","TCP","1514","56312  >  443 [ACK] Seq=364618 Ack=350226 Win=131072 Len=1448 TSval=3554013007 TSecr=3156989092 [TCP segment of a reassembled PDU]"
"4496","120.557203","10.2.13.112","54.159.176.36","TCP","1514","56312  >  443 [ACK] Seq=366066 Ack=350226 Win=131072 Len=1448 TSval=3554013007 TSecr=3156989092 [TCP segment of a reassembled PDU]"
"4497","120.557209","10.2.13.112","54.159.176.36","TLSv1.2","357","Application Data"
"4498","120.557262","10.2.13.112","54.159.176.36","TCP","1514","56343  >  443 [ACK] Seq=264909 Ack=652580 Win=729088 Len=1448 TSval=3974309608 TSecr=3156989093 [TCP segment of a reassembled PDU]"
"4499","120.557264","10.2.13.112","54.159.176.36","TCP","1514","56343  >  443 [ACK] Seq=266357 Ack=652580 Win=729088 Len=1448 TSval=3974309608 TSecr=3156989093 [TCP segment of a reassembled PDU]"
